gene,pathway_id,pathway_name,pmids,source_url
PIK3CA,R-HSA-9669938,Signaling by KIT in disease,9438854; 20927104; 23073628; 27536065; 29704617,https://reactome.org/content/detail/R-HSA-9669938
KRAS,R-HSA-9669938,Signaling by KIT in disease,9438854; 20927104; 23073628; 27536065; 29704617,https://reactome.org/content/detail/R-HSA-9669938
CDK6,R-MMU-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-MMU-2559580
CDK4,R-MMU-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-MMU-2559580
MDM2,R-MMU-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-MMU-2559580
TP53,R-MMU-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-MMU-2559580
CDK6,R-RNO-2559585,Oncogene Induced Senescence,,https://reactome.org/content/detail/R-RNO-2559585
CDK4,R-RNO-2559585,Oncogene Induced Senescence,,https://reactome.org/content/detail/R-RNO-2559585
TP53,R-RNO-2559585,Oncogene Induced Senescence,,https://reactome.org/content/detail/R-RNO-2559585
CDK4,R-HSA-8849470,PTK6 Regulates Cell Cycle,25733683; 20162673,https://reactome.org/content/detail/R-HSA-8849470
CCNE1,R-HSA-8849470,PTK6 Regulates Cell Cycle,25733683; 20162673,https://reactome.org/content/detail/R-HSA-8849470
KRAS,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,23220880; 24971884; 30449325,https://reactome.org/content/detail/R-HSA-9665686
EGFR,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,23220880; 24971884; 30449325,https://reactome.org/content/detail/R-HSA-9665686
PIK3CA,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,8946930; 9737679; 14984498; 31066629; 14759363; 28470536; 29964125; 11290575; 15178581; 10698507; 15769897; 17356133; 15718420; 19808698; 22411868; 24608088; 29372308; 21359601,https://reactome.org/content/detail/R-HSA-9703648
KRAS,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,8946930; 9737679; 14984498; 31066629; 14759363; 28470536; 29964125; 11290575; 15178581; 10698507; 15769897; 17356133; 15718420; 19808698; 22411868; 24608088; 29372308; 21359601,https://reactome.org/content/detail/R-HSA-9703648
CDK6,R-MMU-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-MMU-9754119
CDK4,R-MMU-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-MMU-9754119
PIK3CA,R-HSA-177929,Signaling by EGFR,15142631; 10404636; 10459005; 12297041; 21252999; 36191627; 34206026; 27221039,https://reactome.org/content/detail/R-HSA-177929
KRAS,R-HSA-177929,Signaling by EGFR,15142631; 10404636; 10459005; 12297041; 21252999; 36191627; 34206026; 27221039,https://reactome.org/content/detail/R-HSA-177929
EGFR,R-HSA-177929,Signaling by EGFR,15142631; 10404636; 10459005; 12297041; 21252999; 36191627; 34206026; 27221039,https://reactome.org/content/detail/R-HSA-177929
CDK6,R-XTR-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-XTR-9754119
CDK4,R-XTR-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-XTR-9754119
KRAS,R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,23443682; 19467855; 24814062; 25877329,https://reactome.org/content/detail/R-HSA-6802953
CDK6,R-BTA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-BTA-9754119
CDK4,R-BTA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-BTA-9754119
CDK6,R-RNO-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-RNO-9754119
CDK4,R-RNO-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-RNO-9754119
CCNE1,R-SSC-69563,p53-Dependent G1 DNA Damage Response,,https://reactome.org/content/detail/R-SSC-69563
MDM2,R-SSC-69563,p53-Dependent G1 DNA Damage Response,,https://reactome.org/content/detail/R-SSC-69563
ATM,R-SSC-69563,p53-Dependent G1 DNA Damage Response,,https://reactome.org/content/detail/R-SSC-69563
TP53,R-SSC-69563,p53-Dependent G1 DNA Damage Response,,https://reactome.org/content/detail/R-SSC-69563
CCNE1,R-SSC-69580,p53-Dependent G1/S DNA damage checkpoint,,https://reactome.org/content/detail/R-SSC-69580
MDM2,R-SSC-69580,p53-Dependent G1/S DNA damage checkpoint,,https://reactome.org/content/detail/R-SSC-69580
ATM,R-SSC-69580,p53-Dependent G1/S DNA damage checkpoint,,https://reactome.org/content/detail/R-SSC-69580
TP53,R-SSC-69580,p53-Dependent G1/S DNA damage checkpoint,,https://reactome.org/content/detail/R-SSC-69580
MDM2,R-MMU-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-MMU-6804760
ATM,R-MMU-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-MMU-6804760
TP53,R-MMU-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-MMU-6804760
PIK3CA,R-HSA-9703465,Signaling by FLT3 fusion proteins,28028030; 31066629; 17268528; 16761019; 21705501; 24854988; 29025582; 27795560; 17764812; 28751768; 30559310,https://reactome.org/content/detail/R-HSA-9703465
KRAS,R-HSA-9703465,Signaling by FLT3 fusion proteins,28028030; 31066629; 17268528; 16761019; 21705501; 24854988; 29025582; 27795560; 17764812; 28751768; 30559310,https://reactome.org/content/detail/R-HSA-9703465
MYC,R-HSA-8878159,Transcriptional regulation by RUNX3,26061886; 21734270; 24880459; 21203558; 19446338; 18385258; 18184866; 15824739; 15574200; 12352981; 16135801; 21637926; 19800882; 16446142; 26414766; 16164020; 23334789; 14765120; 11955451; 16818622; 16804544; 18676844; 26364597; 21706051; 26004068; 20615577,https://reactome.org/content/detail/R-HSA-8878159
MDM2,R-HSA-8878159,Transcriptional regulation by RUNX3,26061886; 21734270; 24880459; 21203558; 19446338; 18385258; 18184866; 15824739; 15574200; 12352981; 16135801; 21637926; 19800882; 16446142; 26414766; 16164020; 23334789; 14765120; 11955451; 16818622; 16804544; 18676844; 26364597; 21706051; 26004068; 20615577,https://reactome.org/content/detail/R-HSA-8878159
KRAS,R-HSA-8878159,Transcriptional regulation by RUNX3,26061886; 21734270; 24880459; 21203558; 19446338; 18385258; 18184866; 15824739; 15574200; 12352981; 16135801; 21637926; 19800882; 16446142; 26414766; 16164020; 23334789; 14765120; 11955451; 16818622; 16804544; 18676844; 26364597; 21706051; 26004068; 20615577,https://reactome.org/content/detail/R-HSA-8878159
TP53,R-HSA-8878159,Transcriptional regulation by RUNX3,26061886; 21734270; 24880459; 21203558; 19446338; 18385258; 18184866; 15824739; 15574200; 12352981; 16135801; 21637926; 19800882; 16446142; 26414766; 16164020; 23334789; 14765120; 11955451; 16818622; 16804544; 18676844; 26364597; 21706051; 26004068; 20615577,https://reactome.org/content/detail/R-HSA-8878159
CCNE1,R-DRE-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-DRE-2559586
ATM,R-DRE-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-DRE-2559586
TP53,R-DRE-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-DRE-2559586
CDK6,R-SSC-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-SSC-9754119
CDK4,R-SSC-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-SSC-9754119
MDM2,R-SSC-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-SSC-6804760
ATM,R-SSC-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-SSC-6804760
TP53,R-SSC-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-SSC-6804760
PIK3CA,R-HSA-5655332,Signaling by FGFR3 in disease,9154000; 9538690; 19066716; 9865713; 8845844; 8078586; 7647778; 8589699; 7913883; 7773297; 10053006; 7670477; 7847369; 8841188; 10377013; 9438390; 11055896; 8640234; 9279753; 15282208; 19749790; 11466624; 21711248; 9207791; 10471491; 25246530; 23175443; 23558953; 24850843; 25535896; 24588013; 23298836,https://reactome.org/content/detail/R-HSA-5655332
KRAS,R-HSA-5655332,Signaling by FGFR3 in disease,9154000; 9538690; 19066716; 9865713; 8845844; 8078586; 7647778; 8589699; 7913883; 7773297; 10053006; 7670477; 7847369; 8841188; 10377013; 9438390; 11055896; 8640234; 9279753; 15282208; 19749790; 11466624; 21711248; 9207791; 10471491; 25246530; 23175443; 23558953; 24850843; 25535896; 24588013; 23298836,https://reactome.org/content/detail/R-HSA-5655332
PIK3CA,R-HSA-9006115,Signaling by NTRK2 (TRKB),23785422; 10833508; 16223723; 28335430; 18457658; 24845182; 27216821; 19927149,https://reactome.org/content/detail/R-HSA-9006115
KRAS,R-HSA-9006115,Signaling by NTRK2 (TRKB),23785422; 10833508; 16223723; 28335430; 18457658; 24845182; 27216821; 19927149,https://reactome.org/content/detail/R-HSA-9006115
MDM2,R-BTA-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-BTA-6804760
ATM,R-BTA-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-BTA-6804760
TP53,R-BTA-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-BTA-6804760
CDK6,R-CFA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-CFA-9754119
CDK4,R-CFA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,,https://reactome.org/content/detail/R-CFA-9754119
PIK3CA,R-HSA-1227986,Signaling by ERBB2,,https://reactome.org/content/detail/R-HSA-1227986
KRAS,R-HSA-1227986,Signaling by ERBB2,,https://reactome.org/content/detail/R-HSA-1227986
EGFR,R-HSA-1227986,Signaling by ERBB2,,https://reactome.org/content/detail/R-HSA-1227986
MYC,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,18160255; 17698587; 15592430; 11809809; 10489374,https://reactome.org/content/detail/R-HSA-4411364
KRAS,R-HSA-112412,SOS-mediated signalling,,https://reactome.org/content/detail/R-HSA-112412
MYC,R-HSA-8951430,RUNX3 regulates WNT signaling,18772112,https://reactome.org/content/detail/R-HSA-8951430
WEE1,R-HSA-453279,Mitotic G1 phase and G1/S transition,15838516; 23842645; 9724731; 9190208; 1828392; 1828393; 1828394; 8246996; 11719808; 8497257; 17244524; 9448290; 9508775; 8259215; 8078588; 8001816; 8741839; 7859739; 10773440,https://reactome.org/content/detail/R-HSA-453279
CDK6,R-HSA-453279,Mitotic G1 phase and G1/S transition,15838516; 23842645; 9724731; 9190208; 1828392; 1828393; 1828394; 8246996; 11719808; 8497257; 17244524; 9448290; 9508775; 8259215; 8078588; 8001816; 8741839; 7859739; 10773440,https://reactome.org/content/detail/R-HSA-453279
CDK4,R-HSA-453279,Mitotic G1 phase and G1/S transition,15838516; 23842645; 9724731; 9190208; 1828392; 1828393; 1828394; 8246996; 11719808; 8497257; 17244524; 9448290; 9508775; 8259215; 8078588; 8001816; 8741839; 7859739; 10773440,https://reactome.org/content/detail/R-HSA-453279
CCNE1,R-HSA-453279,Mitotic G1 phase and G1/S transition,15838516; 23842645; 9724731; 9190208; 1828392; 1828393; 1828394; 8246996; 11719808; 8497257; 17244524; 9448290; 9508775; 8259215; 8078588; 8001816; 8741839; 7859739; 10773440,https://reactome.org/content/detail/R-HSA-453279
MYC,R-HSA-453279,Mitotic G1 phase and G1/S transition,15838516; 23842645; 9724731; 9190208; 1828392; 1828393; 1828394; 8246996; 11719808; 8497257; 17244524; 9448290; 9508775; 8259215; 8078588; 8001816; 8741839; 7859739; 10773440,https://reactome.org/content/detail/R-HSA-453279
PIK3CA,R-HSA-5654708,Downstream signaling of activated FGFR3,8752212,https://reactome.org/content/detail/R-HSA-5654708
KRAS,R-HSA-5654708,Downstream signaling of activated FGFR3,8752212,https://reactome.org/content/detail/R-HSA-5654708
PIK3CA,R-HSA-9006335,Signaling by Erythropoietin,27490140; 22431075; 25887776; 24918289; 21307776; 26549969; 29393890; 28629526; 27164096; 28703764; 25426117,https://reactome.org/content/detail/R-HSA-9006335
KRAS,R-HSA-9006335,Signaling by Erythropoietin,27490140; 22431075; 25887776; 24918289; 21307776; 26549969; 29393890; 28629526; 27164096; 28703764; 25426117,https://reactome.org/content/detail/R-HSA-9006335
KRAS,R-HSA-1250196,SHC1 events in ERBB2 signaling,,https://reactome.org/content/detail/R-HSA-1250196
EGFR,R-HSA-1250196,SHC1 events in ERBB2 signaling,,https://reactome.org/content/detail/R-HSA-1250196
CDK6,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,17437278; 20301625; 11905807; 24476821; 21720365; 8077050; 19383911; 12459729; 29692417; 17854503; 27401552; 12563312; 18650841; 22318235,https://reactome.org/content/detail/R-HSA-9687139
CDK4,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,17437278; 20301625; 11905807; 24476821; 21720365; 8077050; 19383911; 12459729; 29692417; 17854503; 27401552; 12563312; 18650841; 22318235,https://reactome.org/content/detail/R-HSA-9687139
CCNE1,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,17437278; 20301625; 11905807; 24476821; 21720365; 8077050; 19383911; 12459729; 29692417; 17854503; 27401552; 12563312; 18650841; 22318235,https://reactome.org/content/detail/R-HSA-9687139
PIK3CA,R-HSA-5654716,Downstream signaling of activated FGFR4,8752212,https://reactome.org/content/detail/R-HSA-5654716
KRAS,R-HSA-5654716,Downstream signaling of activated FGFR4,8752212,https://reactome.org/content/detail/R-HSA-5654716
PIK3CA,R-HSA-2424491,DAP12 signaling,17220916; 17110943; 15884055,https://reactome.org/content/detail/R-HSA-2424491
KRAS,R-HSA-2424491,DAP12 signaling,17220916; 17110943; 15884055,https://reactome.org/content/detail/R-HSA-2424491
PARP1,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
PTEN,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
EGFR,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
AURKA,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
CDK6,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
CHK1,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
CDK4,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
CCNE1,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
MYC,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
MDM2,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
ATM,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
KRAS,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
TP53,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
ATR,R-HSA-212436,Generic Transcription Pathway,11395415; 14744435; 16719718; 12023297; 15680973; 16751179; 15690163; 15175151; 15680972; 15896744; 10235266; 16921404; 14986688; 11861166; 16429119,https://reactome.org/content/detail/R-HSA-212436
KRAS,R-HSA-1169092,Activation of RAS in B cells,11221888; 12730099; 15657177; 17283063; 10777492; 10835426; 10934204,https://reactome.org/content/detail/R-HSA-1169092
PIK3CA,R-HSA-186763,Downstream signal transduction,10508235; 9739761,https://reactome.org/content/detail/R-HSA-186763
KRAS,R-HSA-186763,Downstream signal transduction,10508235; 9739761,https://reactome.org/content/detail/R-HSA-186763
CDK4,R-MMU-8849470,PTK6 Regulates Cell Cycle,,https://reactome.org/content/detail/R-MMU-8849470
CCNE1,R-MMU-8849470,PTK6 Regulates Cell Cycle,,https://reactome.org/content/detail/R-MMU-8849470
MDM2,R-XTR-6806003,Regulation of TP53 Expression and Degradation,,https://reactome.org/content/detail/R-XTR-6806003
TP53,R-XTR-6806003,Regulation of TP53 Expression and Degradation,,https://reactome.org/content/detail/R-XTR-6806003
MDM2,R-XTR-6804757,Regulation of TP53 Degradation,,https://reactome.org/content/detail/R-XTR-6804757
TP53,R-XTR-6804757,Regulation of TP53 Degradation,,https://reactome.org/content/detail/R-XTR-6804757
